"Hospital_ID,Hospital_Name,City,Hospital_Type,Beds,Daily_Patients,Avg_Wait_Time_Min,Contactless_Registration,Online_Appointment,Telemedicine,Digital_Health_Records,Cleanliness_Rating,Food_Service_Rating,Patient_Hospitality_Rating,CCTV_Coverage_Percentage,Security_Staff,Infection_Control_Score,Patient_Satisfaction,AI_Assisted_Services,Overall_Trend"
"H01262,Bengaluru Care Hospital 1262,Pune,Private,591.0,497.0,142.0,Yes,Yes,No,Yes,3.2,4.2,3.0,30.0,207.0,78.0,3.8,Yes,Contactless Healthcare"
"H01263,Chennai Care Hospital 1263,Coimbatore,Specialty,949.0,1255.0,84.0,yes,No,Yes,Yes,2.9,3.8,4.1,30.0,92.0,75.0,2.8,Yes,Digital Patient Care"
"H01264,Chennai Care Hospital 1264,Hyderabad,Specialty,802.0,306.0,139.0,Yes,NO,Yes,No,3.0,4.0,3.4,84.0,185.0,74.0,3.6,Yes,Enhanced Security"
"H01265,Jaipur Care Hospital 1265,Hyderabad,Specialty,771.0,746.0,128.0,No,No,Yes,Yes,4.5,3.0,2.3,87.0,178.0,54.0,2.1,No,AI Healthcare"
"H01266,Delhi Care Hospital 1266,Coimbatore,Government,1458.0,200.0,91.0,Yes,No,Yes,No,3.1,3.9,4.0,32.0,81.0,50.0,4.7,yes,Digital Patient Care"
"H01267,Madurai Care Hospital 1267,Hyderabad,Private,715.0,968.0,87.0,yes,No,Yes,Yes,4.0,2.1,4.3,96.0,162.0,73.0,2.6,No,IoT Healthcare"
"H01268,Mumbai Care Hospital 1268,Jaipur,Government,1095.0,1228.0,12.0,Yes,NO,No,No,2.5,4.0,4.4,39.0,200.0,93.0,2.5,No,Digital Patient Care"
"H01269,Madurai Care Hospital 1269,Jaipur,Specialty,1272.0,1128.0,99.0,YES,Yes,No,Yes,3.5,4.9,4.9,64.0,116.0,95.0,3.6,YES,Patient-Centric Care"
"H01270,Chennai Care Hospital 1270,Delhi,Multispeciality,613.0,487.0,95.0,yes,No,Yes,Yes,4.1,3.4,4.9,89.0,95.0,75.0,2.5,YES,Smart Hospital"
"H01271,Coimbatore Care Hospital 1271,Mumbai,Government,797.0,1670.0,75.0,No,No,Yes,Yes,3.4,3.5,5.0,67.0,205.0,52.0,4.8,No,Unknown"
"H01272,Madurai Care Hospital 1272,Kochi,Private,800.8190675017397,1726.0,26.0,No,Yes,Yes,Yes,3.2,2.2,3.5,56.0,194.0,60.0,4.7,No,Green Hospital"
"H01273,Chennai Care Hospital 1273,Madurai,Specialty,580.0,1682.0,148.0,yes,YES,Yes,Yes,2.7,3.0,3.5,72.0,145.0,73.0,2.2,No,Digital Patient Care"
"H01274,Chennai Care Hospital 1274,Mumbai,Multispeciality,436.0,1426.0,68.0,YES,Yes,No,Yes,4.1,3.2,4.6,90.0,218.0,63.0,3.7,Yes,Green Hospital"
"H01275,Hyderabad Care Hospital 1275,Bengaluru,Specialty,1099.0,1742.0,40.0,YES,Yes,No,No,3.3,4.9,4.9,37.0,122.0,75.0,2.9,YES,Enhanced Security"
"H01276,Mumbai Care Hospital 1276,Hyderabad,Specialty,95.0,790.0,143.0,Yes,NO,No,Yes,3.4,4.3,3.7,32.0,39.0,63.0,2.6,yes,Smart Hospital"
"H01277,Hyderabad Care Hospital 1277,Coimbatore,Private,200.0,1129.0,51.0,Yes,No,No,Yes,2.5,3.4,2.3,55.0,180.0,75.0,3.9,No,Patient-Centric Care"
"H01278,Madurai Care Hospital 1278,Mumbai,Multispeciality,800.8190675017397,2122.0,82.0,Yes,YES,Yes,No,3.5,2.4,4.3,49.0,98.0,69.0,4.8,Yes,Enhanced Security"
"H01279,Hyderabad Care Hospital 1279,Coimbatore,Government,364.0,1193.0,117.0,yes,NO,Yes,No,3.8,3.1,3.5,61.0,123.0,82.0,3.5,No,Digital Patient Care"
"H01280,Kochi Care Hospital 1280,Delhi,Government,242.0,698.0,38.0,YES,Yes,No,Yes,3.1,3.0,3.5,67.0,93.0,76.0,4.8,Yes,Unknown"
"H01281,Chennai Care Hospital 1281,Jaipur,Private,591.0,624.0,82.0,yes,No,Yes,No,3.8,3.4,2.1,36.0,69.0,89.0,4.2,No,IoT Healthcare"
"H01282,Delhi Care Hospital 1282,Pune,Specialty,364.0,1671.0,95.0,Yes,Yes,No,No,3.6,3.4,3.3,92.0,35.0,50.0,4.4,yes,AI Healthcare"
"H01283,Bengaluru Care Hospital 1283,Coimbatore,Private,1441.0,553.0,82.0,YES,YES,Yes,No,4.3,2.4,2.3,98.0,12.0,98.0,3.5,No,IoT Healthcare"
"H01284,Jaipur Care Hospital 1284,Mumbai,Specialty,228.0,1963.0,43.0,YES,YES,Yes,No,3.5,3.1,2.8,39.0,162.0,75.0,4.8,Yes,AI Healthcare"
"H01285,Coimbatore Care Hospital 1285,Pune,Private,1189.0,526.0,144.0,No,Yes,No,Yes,3.6,2.1,3.5,67.0,168.0,56.0,3.5,YES,IoT Healthcare"
"H01286,Delhi Care Hospital 1286,Pune,Government,373.0,981.0,37.0,YES,YES,No,No,3.6,4.4,3.3,72.0,31.0,51.0,3.1,yes,Contactless Healthcare"
"H01287,Bengaluru Care Hospital 1287,Kochi,Multispeciality,1207.0,429.0,79.0,yes,YES,No,No,2.3,2.1,3.4,45.0,114.0,59.0,4.6,No,AI Healthcare"
"H01288,Madurai Care Hospital 1288,Hyderabad,Government,774.0,244.0,75.0,YES,YES,No,Yes,2.6,3.9,2.4,99.0,116.0,98.0,4.6,No,Enhanced Security"
"H01289,Mumbai Care Hospital 1289,Madurai,Government,629.0,2084.0,75.0,YES,No,No,Yes,3.7,4.8,2.1,87.0,111.0,52.0,4.1,YES,AI Healthcare"
"H01290,Kochi Care Hospital 1290,Hyderabad,Multispeciality,839.0,1967.0,73.0,YES,YES,No,Yes,4.4,3.4,3.0,70.0,45.0,71.0,3.6,No,Unknown"
"H01291,Mumbai Care Hospital 1291,Hyderabad,Multispeciality,642.0,2110.0,141.0,Yes,No,Yes,No,2.7,3.5,4.5,76.0,97.0,89.0,2.5,YES,IoT Healthcare"
"H01292,Pune Care Hospital 1292,Madurai,Private,932.0,1547.0,85.0,No,NO,Yes,Yes,3.5,4.0,4.7,69.0,145.0,76.0,3.2,yes,AI Healthcare"
"H01293,Coimbatore Care Hospital 1293,Jaipur,Multispeciality,598.0,1120.0,75.0,Yes,Yes,Yes,Yes,3.6,3.5,4.4,87.0,137.0,56.0,4.7,YES,Unknown"
"H01294,Kochi Care Hospital 1294,Kochi,Specialty,602.0,868.0,76.0,YES,YES,Yes,No,2.8,3.5,4.1,57.0,219.0,61.0,4.2,YES,Patient-Centric Care"
"H01295,Hyderabad Care Hospital 1295,Mumbai,Government,800.8190675017397,1273.0,127.0,YES,No,No,No,3.4,3.5,4.4,74.0,135.0,72.0,3.3,YES,Digital Patient Care"
"H01296,Mumbai Care Hospital 1296,Delhi,Multispeciality,134.0,1128.0,62.0,Yes,No,Yes,No,4.4,4.2,3.7,87.0,181.0,58.0,3.4,YES,Digital Patient Care"
"H01297,Coimbatore Care Hospital 1297,Hyderabad,Multispeciality,673.0,1620.0,148.0,YES,NO,Yes,No,4.8,3.9,3.5,49.0,116.0,75.0,4.0,yes,Patient-Centric Care"
"H01298,Jaipur Care Hospital 1298,Jaipur,Government,1377.0,1737.0,75.0,No,YES,Yes,No,3.9,4.5,2.6,93.0,140.0,92.0,4.5,Yes,Digital Patient Care"
"H01299,Mumbai Care Hospital 1299,Kochi,Government,218.0,377.0,110.0,Yes,No,No,Yes,2.8,3.5,3.7,77.0,151.0,54.0,4.0,YES,AI Healthcare"
"H01300,Madurai Care Hospital 1300,Madurai,Multispeciality,983.0,1693.0,15.0,yes,No,Yes,Yes,3.3,3.5,2.9,62.0,166.0,52.0,2.4,Yes,Patient-Centric Care"
"H01301,Bengaluru Care Hospital 1301,Jaipur,Multispeciality,1167.0,1207.0,103.0,No,NO,No,Yes,3.5,4.8,3.1,37.0,71.0,72.0,4.5,Yes,IoT Healthcare"
"H01302,Pune Care Hospital 1302,Coimbatore,Specialty,1422.0,979.0,118.0,No,YES,No,No,3.1,3.5,3.9,42.0,153.0,65.0,2.1,No,Unknown"
"H01303,Delhi Care Hospital 1303,Madurai,Specialty,650.0,1101.0,144.0,YES,NO,No,Yes,3.5,2.3,3.7,67.0,109.0,90.0,4.8,No,Enhanced Security"
"H01304,Hyderabad Care Hospital 1304,Mumbai,Private,1099.0,1722.0,45.0,YES,YES,No,Yes,4.1,4.4,2.4,72.0,32.0,82.0,4.5,Yes,Unknown"
"H01305,Bengaluru Care Hospital 1305,Jaipur,Private,487.0,1294.0,52.0,yes,YES,No,No,3.3,4.4,4.0,70.0,6.0,98.0,3.9,No,Green Hospital"
"H01306,Mumbai Care Hospital 1306,Bengaluru,Private,907.0,1678.0,75.0,Yes,NO,No,No,4.7,4.2,2.0,34.0,7.0,96.0,2.7,yes,Unknown"
"H01307,Jaipur Care Hospital 1307,Coimbatore,Government,1114.0,1128.0,77.0,YES,YES,Yes,Yes,4.6,2.2,4.0,75.0,52.0,57.0,5.0,Yes,Enhanced Security"
"H01308,Kochi Care Hospital 1308,Pune,Government,136.0,470.0,15.0,yes,Yes,No,No,2.3,3.5,4.1,95.0,81.0,87.0,4.1,No,IoT Healthcare"
"H01309,Chennai Care Hospital 1309,Bengaluru,Specialty,1077.0,1101.0,107.0,YES,No,No,Yes,4.3,4.9,3.2,86.0,154.0,78.0,2.1,No,Unknown"
"H01310,Coimbatore Care Hospital 1310,Chennai,Government,1010.0,1464.0,46.0,Yes,No,No,No,4.4,4.1,5.0,33.0,177.0,50.0,3.3,yes,Smart Hospital"
"H01311,Delhi Care Hospital 1311,Chennai,Government,915.0,1741.0,98.0,yes,Yes,No,Yes,4.0,2.7,4.1,39.0,152.0,93.0,4.6,Yes,Digital Patient Care"
"H01312,Madurai Care Hospital 1312,Delhi,Specialty,800.8190675017397,1161.0,110.0,No,Yes,No,Yes,2.5,3.3,3.5,86.0,144.0,99.0,2.8,Yes,AI Healthcare"
"H01313,Delhi Care Hospital 1313,Coimbatore,Specialty,1009.0,1128.0,123.0,No,YES,No,Yes,3.7,3.7,2.7,48.0,202.0,97.0,2.5,No,Contactless Healthcare"
"H01314,Jaipur Care Hospital 1314,Coimbatore,Specialty,114.0,1606.0,37.0,YES,YES,No,No,5.0,4.2,3.2,45.0,10.0,62.0,3.5,No,Green Hospital"
"H01315,Kochi Care Hospital 1315,Delhi,Specialty,699.0,817.0,122.0,YES,NO,Yes,Yes,3.0,4.3,2.3,55.0,82.0,84.0,4.7,yes,IoT Healthcare"
"H01316,Bengaluru Care Hospital 1316,Hyderabad,Multispeciality,821.0,783.0,21.0,No,Yes,Yes,No,3.3,4.8,4.7,57.0,218.0,91.0,2.8,Yes,IoT Healthcare"
"H01317,Kochi Care Hospital 1317,Chennai,Specialty,1145.0,189.0,75.0,YES,No,Yes,Yes,3.2,3.5,3.5,71.0,115.0,86.0,4.2,YES,Enhanced Security"
"H01318,Coimbatore Care Hospital 1318,Hyderabad,Specialty,591.0,1128.0,12.0,YES,Yes,Yes,Yes,3.5,2.1,2.8,67.0,116.0,72.0,3.2,No,Contactless Healthcare"
"H01319,Delhi Care Hospital 1319,Coimbatore,Multispeciality,1349.0,1043.0,75.0,Yes,YES,No,No,4.2,2.4,3.5,39.0,125.0,64.0,2.8,YES,Smart Hospital"
"H01320,Pune Care Hospital 1320,Hyderabad,Specialty,1282.0,1582.0,105.0,YES,No,No,No,2.8,3.0,3.1,81.0,42.0,63.0,4.9,Yes,Enhanced Security"
"H01321,Bengaluru Care Hospital 1321,Coimbatore,Government,844.0,584.0,75.0,yes,YES,Yes,Yes,3.0,4.4,3.5,49.0,30.0,82.0,2.3,YES,Unknown"
"H01322,Jaipur Care Hospital 1322,Pune,Government,800.8190675017397,714.0,79.0,yes,NO,No,Yes,3.5,2.9,2.3,49.0,58.0,79.0,4.9,No,AI Healthcare"
"H01323,Delhi Care Hospital 1323,Hyderabad,Specialty,800.8190675017397,1058.0,143.0,YES,No,No,Yes,4.1,4.9,4.9,90.0,130.0,62.0,2.3,Yes,Smart Hospital"
"H01324,Coimbatore Care Hospital 1324,Bengaluru,Private,103.0,553.0,75.0,Yes,Yes,Yes,Yes,4.3,4.9,3.7,62.0,156.0,57.0,3.5,YES,Green Hospital"
"H01325,Hyderabad Care Hospital 1325,Hyderabad,Government,1326.0,1042.0,134.0,No,Yes,No,No,4.0,4.8,4.0,69.0,116.0,84.0,3.8,Yes,AI Healthcare"
"H01326,Madurai Care Hospital 1326,Madurai,Specialty,559.0,1843.0,81.0,yes,YES,No,Yes,4.6,4.1,4.8,48.0,47.0,94.0,2.1,Yes,Smart Hospital"
"H01327,Bengaluru Care Hospital 1327,Bengaluru,Private,455.0,1268.0,64.0,YES,No,No,No,4.6,2.4,4.1,40.0,74.0,71.0,2.5,yes,AI Healthcare"
"H01328,Bengaluru Care Hospital 1328,Mumbai,Private,899.0,1782.0,104.0,Yes,Yes,No,Yes,2.6,3.6,3.4,45.0,114.0,58.0,3.5,YES,Enhanced Security"
"H01329,Chennai Care Hospital 1329,Mumbai,Specialty,279.0,1878.0,86.0,YES,No,Yes,No,2.5,4.8,2.9,33.0,43.0,75.0,3.6,YES,Green Hospital"
"H01330,Kochi Care Hospital 1330,Madurai,Specialty,1020.0,1128.0,80.0,No,NO,No,Yes,4.4,2.8,4.3,41.0,102.0,64.0,3.0,yes,AI Healthcare"
"H01331,Madurai Care Hospital 1331,Madurai,Multispeciality,122.0,2029.0,60.0,yes,Yes,No,Yes,2.7,4.7,3.5,67.0,17.0,69.0,4.1,No,Patient-Centric Care"
"H01332,Jaipur Care Hospital 1332,Chennai,Multispeciality,1194.0,1590.0,116.0,yes,YES,Yes,Yes,2.2,4.3,4.4,54.0,156.0,53.0,2.0,YES,AI Healthcare"
"H01333,Kochi Care Hospital 1333,Hyderabad,Private,800.8190675017397,1155.0,23.0,Yes,Yes,No,Yes,4.7,4.4,3.5,59.0,90.0,92.0,4.7,Yes,Green Hospital"
"H01334,Mumbai Care Hospital 1334,Mumbai,Specialty,513.0,1415.0,51.0,yes,YES,No,Yes,4.6,3.5,4.1,34.0,215.0,86.0,4.5,yes,Contactless Healthcare"
"H01335,Kochi Care Hospital 1335,Hyderabad,Private,490.0,2033.0,50.0,No,Yes,No,No,4.5,4.9,4.6,50.0,145.0,61.0,3.0,No,Smart Hospital"
"H01336,Mumbai Care Hospital 1336,Coimbatore,Specialty,752.0,1025.0,73.0,YES,Yes,Yes,No,2.4,4.3,2.5,33.0,7.0,54.0,2.0,YES,Green Hospital"
"H01337,Delhi Care Hospital 1337,Bengaluru,Multispeciality,575.0,726.0,11.0,YES,No,No,Yes,2.7,3.7,2.4,71.0,14.0,84.0,3.1,yes,Unknown"
"H01338,Mumbai Care Hospital 1338,Delhi,Specialty,800.8190675017397,1110.0,14.0,yes,NO,Yes,No,2.3,3.6,4.5,56.0,198.0,52.0,2.7,Yes,Digital Patient Care"
"H01339,Jaipur Care Hospital 1339,Jaipur,Private,1428.0,1190.0,48.0,YES,No,No,Yes,3.2,2.8,4.3,51.0,71.0,66.0,2.9,No,Green Hospital"
"H01340,Jaipur Care Hospital 1340,Hyderabad,Specialty,1347.0,1442.0,62.0,YES,NO,No,Yes,3.0,2.3,3.5,61.0,169.0,60.0,3.5,Yes,IoT Healthcare"
"H01341,Madurai Care Hospital 1341,Chennai,Multispeciality,800.8190675017397,2055.0,70.0,YES,NO,No,No,2.2,4.8,3.9,63.0,190.0,59.0,3.5,No,Smart Hospital"
"H01342,Delhi Care Hospital 1342,Kochi,Multispeciality,901.0,1511.0,6.0,YES,Yes,Yes,Yes,2.4,4.3,2.9,87.0,198.0,65.0,2.8,YES,Patient-Centric Care"
"H01343,Delhi Care Hospital 1343,Mumbai,Multispeciality,608.0,1128.0,100.0,Yes,No,No,No,4.9,3.6,2.3,68.0,63.0,62.0,2.9,Yes,IoT Healthcare"
"H01344,Madurai Care Hospital 1344,Hyderabad,Multispeciality,1289.0,195.0,37.0,No,YES,Yes,Yes,2.2,3.3,4.1,35.0,210.0,50.0,3.8,Yes,AI Healthcare"
"H01345,Hyderabad Care Hospital 1345,Hyderabad,Multispeciality,1095.0,1128.0,91.0,Yes,NO,Yes,No,2.6,4.8,2.6,61.0,88.0,63.0,3.1,Yes,Unknown"
"H01346,Pune Care Hospital 1346,Hyderabad,Private,1135.0,1685.0,64.0,YES,No,No,Yes,3.5,3.2,2.5,81.0,163.0,75.0,3.5,Yes,Enhanced Security"
"H01347,Mumbai Care Hospital 1347,Coimbatore,Government,671.0,1128.0,147.0,Yes,YES,Yes,Yes,4.8,4.6,4.8,67.0,196.0,91.0,4.8,YES,Enhanced Security"
"H01348,Hyderabad Care Hospital 1348,Hyderabad,Multispeciality,517.0,1128.0,88.0,No,No,No,No,3.4,4.0,4.6,98.0,116.0,83.0,2.3,YES,Digital Patient Care"
"H01349,Delhi Care Hospital 1349,Chennai,Specialty,858.0,1128.0,75.0,yes,No,Yes,No,3.5,3.4,3.3,85.0,102.0,77.0,3.9,YES,IoT Healthcare"
"H01350,Kochi Care Hospital 1350,Chennai,Government,1199.0,338.0,113.0,YES,No,Yes,Yes,2.3,4.0,4.1,38.0,117.0,93.0,2.8,yes,Enhanced Security"
"H01351,Hyderabad Care Hospital 1351,Hyderabad,Government,486.0,1001.0,75.0,Yes,No,No,No,2.2,4.5,2.6,62.0,145.0,62.0,3.9,No,Unknown"
"H01352,Bengaluru Care Hospital 1352,Coimbatore,Specialty,1062.0,246.0,55.0,YES,YES,Yes,No,3.9,3.1,3.9,69.0,54.0,75.0,3.0,YES,Enhanced Security"
"H01353,Kochi Care Hospital 1353,Coimbatore,Specialty,1144.0,716.0,88.0,yes,Yes,Yes,No,3.9,4.7,3.5,31.0,116.0,60.0,2.2,No,IoT Healthcare"
"H01354,Mumbai Care Hospital 1354,Mumbai,Multispeciality,506.0,1811.0,119.0,YES,Yes,No,No,4.1,4.6,3.7,100.0,116.0,52.0,2.4,YES,Patient-Centric Care"
"H01355,Hyderabad Care Hospital 1355,Bengaluru,Multispeciality,800.8190675017397,1128.0,67.0,No,No,No,No,3.5,4.3,2.8,42.0,114.0,66.0,4.6,yes,Digital Patient Care"
"H01356,Coimbatore Care Hospital 1356,Jaipur,Specialty,458.0,1128.0,49.0,YES,Yes,Yes,No,2.1,2.8,3.5,78.0,7.0,75.0,3.5,No,Green Hospital"
"H01357,Delhi Care Hospital 1357,Pune,Specialty,732.0,1776.0,19.0,No,No,Yes,No,3.5,4.4,4.7,86.0,21.0,69.0,3.7,Yes,AI Healthcare"
"H01358,Madurai Care Hospital 1358,Kochi,Multispeciality,1057.0,929.0,13.0,yes,Yes,No,Yes,3.7,3.5,4.7,34.0,141.0,62.0,4.1,yes,Contactless Healthcare"
"H01359,Madurai Care Hospital 1359,Coimbatore,Multispeciality,346.0,1128.0,141.0,yes,YES,Yes,No,3.1,4.7,2.2,39.0,190.0,57.0,4.4,No,IoT Healthcare"
"H01360,Coimbatore Care Hospital 1360,Hyderabad,Private,534.0,247.0,104.0,yes,No,No,No,2.3,3.1,3.5,66.0,171.0,95.0,3.6,No,Enhanced Security"
"H01361,Bengaluru Care Hospital 1361,Chennai,Multispeciality,671.0,1482.0,143.0,yes,NO,Yes,No,4.2,3.3,2.6,35.0,65.0,72.0,3.4,Yes,Patient-Centric Care"
"H01362,Bengaluru Care Hospital 1362,Hyderabad,Multispeciality,1000.0,934.0,116.0,Yes,NO,Yes,No,3.9,4.9,4.2,61.0,68.0,73.0,3.8,No,Unknown"
"H01363,Kochi Care Hospital 1363,Chennai,Government,977.0,348.0,99.0,YES,NO,Yes,No,3.7,3.9,2.1,67.0,144.0,82.0,3.9,YES,AI Healthcare"
"H01364,Mumbai Care Hospital 1364,Pune,Government,921.0,1128.0,44.0,yes,Yes,Yes,Yes,3.5,2.5,3.5,67.0,116.0,91.0,3.0,yes,Unknown"
"H01365,Kochi Care Hospital 1365,Chennai,Specialty,294.0,291.0,75.0,Yes,Yes,Yes,Yes,4.8,2.3,2.1,48.0,203.0,71.0,4.7,yes,Digital Patient Care"
"H01366,Kochi Care Hospital 1366,Madurai,Multispeciality,719.0,1913.0,6.0,Yes,Yes,Yes,No,2.5,4.8,3.5,96.0,203.0,87.0,4.7,No,Digital Patient Care"
"H01367,Mumbai Care Hospital 1367,Hyderabad,Specialty,200.0,622.0,75.0,No,Yes,No,No,3.6,2.6,3.3,88.0,184.0,74.0,2.6,yes,Enhanced Security"
"H01368,Hyderabad Care Hospital 1368,Bengaluru,Specialty,1494.0,1202.0,75.0,No,Yes,No,No,4.2,4.1,3.5,51.0,23.0,70.0,3.1,No,Green Hospital"
"H01369,Madurai Care Hospital 1369,Madurai,Specialty,800.8190675017397,1074.0,131.0,No,Yes,Yes,Yes,3.9,2.8,4.5,81.0,119.0,83.0,3.5,No,Digital Patient Care"
"H01370,Pune Care Hospital 1370,Pune,Government,800.8190675017397,431.0,6.0,yes,Yes,Yes,Yes,4.8,2.7,3.5,83.0,216.0,78.0,4.0,Yes,Patient-Centric Care"
"H01371,Chennai Care Hospital 1371,Madurai,Private,772.0,276.0,47.0,yes,No,Yes,No,4.6,3.9,4.4,67.0,191.0,98.0,2.5,No,Digital Patient Care"
"H01372,Jaipur Care Hospital 1372,Delhi,Multispeciality,1453.0,522.0,121.0,YES,No,Yes,No,2.7,3.5,4.4,76.0,116.0,75.0,3.3,YES,Enhanced Security"
"H01373,Hyderabad Care Hospital 1373,Mumbai,Private,899.0,2157.0,134.0,Yes,Yes,Yes,Yes,3.5,4.2,3.5,37.0,119.0,57.0,4.8,YES,Smart Hospital"
"H01374,Pune Care Hospital 1374,Hyderabad,Private,212.0,1524.0,52.0,Yes,Yes,No,Yes,3.2,3.5,2.3,67.0,58.0,52.0,2.1,yes,Smart Hospital"
"H01375,Pune Care Hospital 1375,Kochi,Private,222.0,608.0,49.0,YES,NO,Yes,Yes,3.9,3.5,3.5,82.0,20.0,59.0,3.1,YES,Enhanced Security"
"H01376,Madurai Care Hospital 1376,Chennai,Specialty,197.0,514.0,8.0,YES,NO,No,Yes,4.3,2.9,4.2,86.0,124.0,77.0,4.2,No,IoT Healthcare"
"H01377,Madurai Care Hospital 1377,Delhi,Government,983.0,1313.0,13.0,Yes,No,Yes,Yes,4.7,2.3,2.3,34.0,116.0,94.0,3.3,No,Patient-Centric Care"
"H01378,Chennai Care Hospital 1378,Jaipur,Multispeciality,495.0,552.0,7.0,No,YES,Yes,No,4.8,2.7,4.3,34.0,110.0,94.0,4.5,yes,Digital Patient Care"
"H01379,Bengaluru Care Hospital 1379,Kochi,Government,733.0,1796.0,62.0,YES,NO,Yes,No,3.8,2.1,3.5,67.0,16.0,75.0,3.2,YES,Enhanced Security"
"H01380,Bengaluru Care Hospital 1380,Hyderabad,Government,800.8190675017397,1743.0,56.0,YES,No,Yes,Yes,2.9,2.6,4.2,91.0,36.0,88.0,3.0,yes,Unknown"
"H01381,Madurai Care Hospital 1381,Kochi,Specialty,1457.0,279.0,59.0,No,YES,Yes,Yes,2.8,2.6,2.6,82.0,47.0,72.0,3.9,No,Green Hospital"
"H01382,Jaipur Care Hospital 1382,Chennai,Specialty,1056.0,218.0,55.0,No,YES,Yes,Yes,2.4,4.4,4.5,70.0,81.0,68.0,2.5,YES,Patient-Centric Care"
"H01383,Coimbatore Care Hospital 1383,Madurai,Specialty,800.8190675017397,1962.0,29.0,yes,No,Yes,No,2.7,3.5,3.9,96.0,75.0,74.0,4.2,No,Smart Hospital"
"H01384,Chennai Care Hospital 1384,Pune,Specialty,1116.0,2090.0,113.0,Yes,YES,Yes,No,3.8,4.7,4.1,67.0,129.0,51.0,4.8,Yes,Smart Hospital"
"H01385,Chennai Care Hospital 1385,Bengaluru,Government,1126.0,663.0,75.0,YES,No,No,Yes,2.3,3.7,4.7,51.0,169.0,71.0,3.2,Yes,AI Healthcare"
"H01386,Madurai Care Hospital 1386,Pune,Multispeciality,887.0,956.0,5.0,No,YES,No,Yes,2.8,2.8,2.4,94.0,154.0,75.0,4.7,Yes,Patient-Centric Care"
"H01387,Chennai Care Hospital 1387,Kochi,Multispeciality,1264.0,1240.0,12.0,Yes,No,No,No,2.6,4.7,2.0,70.0,48.0,83.0,3.5,Yes,Contactless Healthcare"
"H01388,Jaipur Care Hospital 1388,Coimbatore,Government,158.0,1601.0,51.0,No,YES,No,Yes,4.6,4.7,3.9,38.0,110.0,75.0,2.7,yes,IoT Healthcare"
"H01389,Bengaluru Care Hospital 1389,Hyderabad,Government,1461.0,1239.0,149.0,YES,NO,No,Yes,2.1,3.7,2.9,45.0,120.0,51.0,4.5,No,Patient-Centric Care"
"H01390,Pune Care Hospital 1390,Coimbatore,Private,672.0,956.0,81.0,yes,No,Yes,No,4.5,3.5,3.7,31.0,151.0,70.0,3.4,No,Digital Patient Care"
"H01391,Coimbatore Care Hospital 1391,Mumbai,Specialty,590.0,940.0,20.0,No,NO,Yes,No,3.6,3.3,2.3,96.0,57.0,72.0,4.7,No,Patient-Centric Care"
"H01392,Jaipur Care Hospital 1392,Hyderabad,Multispeciality,193.0,454.0,71.0,YES,YES,No,No,4.6,3.3,3.5,73.0,121.0,67.0,3.5,No,AI Healthcare"
"H01393,Jaipur Care Hospital 1393,Coimbatore,Specialty,83.0,868.0,17.0,No,YES,Yes,Yes,2.0,3.3,3.2,52.0,107.0,54.0,3.0,Yes,Digital Patient Care"
"H01394,Pune Care Hospital 1394,Pune,Government,1334.0,1306.0,37.0,Yes,No,No,No,4.8,2.2,4.7,44.0,167.0,86.0,2.2,yes,Smart Hospital"
"H01395,Jaipur Care Hospital 1395,Hyderabad,Private,290.0,1023.0,43.0,No,No,Yes,No,3.5,4.2,2.7,51.0,163.0,89.0,4.6,YES,Smart Hospital"
"H01396,Pune Care Hospital 1396,Chennai,Specialty,406.0,1156.0,49.0,Yes,Yes,Yes,No,3.6,4.7,4.8,87.0,211.0,80.0,2.4,No,AI Healthcare"
"H01397,Madurai Care Hospital 1397,Hyderabad,Multispeciality,565.0,1047.0,150.0,Yes,YES,Yes,No,4.9,3.3,3.3,67.0,134.0,75.0,2.9,No,IoT Healthcare"
"H01398,Coimbatore Care Hospital 1398,Bengaluru,Specialty,1367.0,286.0,12.0,yes,YES,No,Yes,4.0,3.0,3.0,92.0,117.0,64.0,3.5,No,AI Healthcare"
"H01399,Chennai Care Hospital 1399,Kochi,Specialty,1466.0,622.0,75.0,Yes,NO,No,Yes,4.2,4.5,2.0,67.0,28.0,76.0,2.9,Yes,Contactless Healthcare"
"H01400,Mumbai Care Hospital 1400,Chennai,Specialty,800.8190675017397,899.0,128.0,No,YES,Yes,Yes,3.6,3.6,3.8,97.0,158.0,96.0,3.9,No,IoT Healthcare"
"H01401,Hyderabad Care Hospital 1401,Hyderabad,Government,968.0,1354.0,75.0,yes,YES,Yes,Yes,3.2,3.5,3.3,53.0,156.0,96.0,4.0,yes,Digital Patient Care"
"H01402,Delhi Care Hospital 1402,Coimbatore,Private,995.0,1356.0,75.0,yes,No,Yes,Yes,4.8,4.0,4.5,47.0,191.0,98.0,4.6,No,Enhanced Security"
"H01403,Jaipur Care Hospital 1403,Jaipur,Specialty,1326.0,1001.0,71.0,yes,No,Yes,No,2.4,4.7,4.8,39.0,91.0,64.0,4.2,YES,Contactless Healthcare"
"H01404,Jaipur Care Hospital 1404,Hyderabad,Specialty,1041.0,1430.0,75.0,yes,YES,Yes,Yes,4.6,4.8,2.8,56.0,124.0,55.0,5.0,Yes,AI Healthcare"
"H01405,Hyderabad Care Hospital 1405,Hyderabad,Specialty,730.0,1798.0,64.0,No,YES,Yes,No,5.0,2.4,3.0,40.0,116.0,91.0,3.1,No,Patient-Centric Care"
