Hospital_ID,Hospital_Name,City,Hospital_Type,Beds,Daily_Patients,Avg_Wait_Time_Min,Contactless_Registration,Online_Appointment,Telemedicine,Digital_Health_Records,Cleanliness_Rating,Food_Service_Rating,Patient_Hospitality_Rating,CCTV_Coverage_Percentage,Security_Staff,Infection_Control_Score,Patient_Satisfaction,AI_Assisted_Services,Overall_Trend
H01202,Mumbai Care Hospital 1202,,Private,994,2189,76,YES,Yes,No,No,3.1,2.7,2.6,81,186,80,2.6,YES,IoT Healthcare
H01203,Madurai Care Hospital 1203,Coimbatore,Specialty,285,1813,62,,No,No,No,2.9,,,59,,55,3.3,yes,IoT Healthcare
H01204,Jaipur Care Hospital 1204,Pune,Government,433,,82,Yes,YES,Yes,No,3.1,,4.5,83,194,55,,YES,Contactless Healthcare
H01205,Bengaluru Care Hospital 1205,Bengaluru,Private,1019,130,58,,YES,Yes,No,2.8,4,4.6,66,159,,3.7,Yes,Digital Patient Care
H01206,Chennai Care Hospital 1206,Mumbai,Private,1217,2186,35,yes,YES,No,Yes,3.5,3,3,80,155,69,4.7,yes,Green Hospital
H01207,Mumbai Care Hospital 1207,Chennai,Specialty,,1214,,YES,YES,No,No,3.5,3.4,4.9,68,26,,3.1,YES,IoT Healthcare
H01208,Kochi Care Hospital 1208,Chennai,Private,898,830,71,YES,No,No,No,4.8,2.6,2.4,53,175,78,2.7,Yes,Enhanced Security
H01209,Pune Care Hospital 1209,Coimbatore,,933,1887,74,Yes,Yes,Yes,Yes,3.8,2.5,4.7,50,209,,2.2,yes,Digital Patient Care
H01210,Jaipur Care Hospital 1210,Kochi,Specialty,1167,302,37,YES,YES,,No,3,3.1,4.9,56,99,77,2.1,YES,Digital Patient Care
H01211,Bengaluru Care Hospital 1211,Hyderabad,Private,158,,131,No,NO,No,Yes,3.3,3.3,3.7,38,154,93,4.9,Yes,AI Healthcare
H01212,Delhi Care Hospital 1212,Jaipur,Private,1210,1174,15,Yes,NO,Yes,No,4.8,,2.4,58,169,97,4.8,YES,AI Healthcare
H01213,Bengaluru Care Hospital 1213,Bengaluru,Specialty,496,1618,64,No,NO,Yes,Yes,2.3,3.2,4.2,87,24,,2.8,YES,IoT Healthcare
H01214,Mumbai Care Hospital 1214,Chennai,Multispeciality,1309,549,,Yes,Yes,No,Yes,4.8,3.1,2.5,32,11,98,3.2,Yes,AI Healthcare
H01215,Bengaluru Care Hospital 1215,Pune,Specialty,881,,121,,No,Yes,No,2.2,3,4.8,80,68,91,2.4,No,Digital Patient Care
H01216,Kochi Care Hospital 1216,Coimbatore,Private,1100,,93,yes,NO,Yes,Yes,3,4.8,3.6,59,54,55,4.9,yes,
H01217,Pune Care Hospital 1217,Bengaluru,Specialty,,203,40,Yes,Yes,No,Yes,4.4,2.3,4.5,85,68,81,2.5,YES,Green Hospital
H01218,Coimbatore Care Hospital 1218,Pune,Multispeciality,512,1211,75,yes,NO,No,No,3,2.3,4.8,89,159,63,2.4,No,Patient-Centric Care
H01219,Hyderabad Care Hospital 1219,Jaipur,Private,1365,1819,146,yes,,No,Yes,3.9,3.3,3.8,91,156,67,3.1,yes,Smart Hospital
H01220,Mumbai Care Hospital 1220,Madurai,Multispeciality,372,657,100,yes,No,No,No,3.8,2.1,3,77,142,,3.2,,Green Hospital
H01221,Madurai Care Hospital 1221,Bengaluru,Private,1323,1894,142,YES,Yes,Yes,No,,3.8,3.2,93,207,79,4.6,,Green Hospital
H01222,Chennai Care Hospital 1222,Mumbai,Government,304,998,116,yes,NO,No,Yes,3,2.7,3.8,72,96,50,,YES,Green Hospital
H01223,Hyderabad Care Hospital 1223,Madurai,Government,1380,859,95,YES,YES,No,No,4,3.4,3.1,82,169,75,4.9,YES,AI Healthcare
H01224,Hyderabad Care Hospital 1224,Hyderabad,Government,295,461,5,Yes,NO,No,No,,3.2,3.2,93,155,82,2.5,Yes,Enhanced Security
H01225,Kochi Care Hospital 1225,Kochi,Multispeciality,548,771,122,No,Yes,No,,3.7,3.7,3.9,71,56,85,3.5,yes,Contactless Healthcare
H01226,Kochi Care Hospital 1226,Pune,Specialty,989,615,131,YES,YES,Yes,No,2.5,2.1,4.6,43,208,,3.5,Yes,Patient-Centric Care
H01227,Madurai Care Hospital 1227,,Government,388,1768,33,yes,No,No,No,4.3,2.5,3.2,,105,57,3.9,No,Contactless Healthcare
H01228,Mumbai Care Hospital 1228,Hyderabad,Private,1433,1690,113,YES,NO,,No,,3.3,3.7,67,137,,3.9,Yes,Smart Hospital
H01229,Kochi Care Hospital 1229,Kochi,Multispeciality,364,864,85,yes,YES,No,No,2.6,4.6,2.6,72,116,88,4.1,No,IoT Healthcare
H01230,Jaipur Care Hospital 1230,Delhi,Government,579,1098,112,Yes,NO,Yes,Yes,4.1,3.2,2.7,,35,88,2.8,No,Patient-Centric Care
H01231,Pune Care Hospital 1231,Mumbai,Private,496,1688,71,YES,No,Yes,Yes,3.6,4.4,4.3,54,79,69,4.6,Yes,Smart Hospital
H01232,Delhi Care Hospital 1232,Chennai,Specialty,381,1757,,YES,No,No,No,2.2,2.8,2.6,66,86,57,4.6,YES,Patient-Centric Care
H01233,Mumbai Care Hospital 1233,,Government,948,1557,145,No,Yes,Yes,No,4.1,4.1,2.4,72,19,99,4.5,yes,Green Hospital
H01234,Mumbai Care Hospital 1234,Delhi,Government,849,1628,,YES,Yes,,Yes,2.3,2.6,3.3,86,66,92,3,Yes,Digital Patient Care
H01235,Coimbatore Care Hospital 1235,,Specialty,1473,,,,No,No,,5,2.7,4.1,44,153,70,2.7,,Patient-Centric Care
H01236,Coimbatore Care Hospital 1236,Pune,Multispeciality,1149,393,128,yes,No,Yes,No,2.7,3.2,3,77,23,,4,No,IoT Healthcare
H01237,Kochi Care Hospital 1237,Madurai,Private,310,274,60,No,,,No,3.8,2.5,4.2,71,181,69,2.7,No,Contactless Healthcare
H01238,Coimbatore Care Hospital 1238,Madurai,Multispeciality,746,1530,112,No,Yes,No,Yes,3.7,3.8,4.1,90,50,98,2.5,yes,AI Healthcare
H01239,Kochi Care Hospital 1239,,Private,832,2198,13,yes,Yes,No,No,3.3,3.5,3,76,122,69,2.9,No,Smart Hospital
H01240,Pune Care Hospital 1240,Hyderabad,Specialty,,1395,139,No,No,No,No,4.7,3.9,,88,49,87,4.2,yes,Smart Hospital
H01241,Mumbai Care Hospital 1241,Pune,Government,248,2017,50,Yes,Yes,Yes,No,2.8,4.4,2.3,47,124,61,3.2,yes,Digital Patient Care
H01242,Delhi Care Hospital 1242,Coimbatore,Private,894,193,23,yes,No,Yes,No,4.6,2.1,5,78,96,50,2.5,,
H01243,Hyderabad Care Hospital 1243,Hyderabad,Private,663,2026,14,No,NO,No,No,3.4,4.8,3.5,51,109,,2.4,Yes,Contactless Healthcare
H01244,Pune Care Hospital 1244,Hyderabad,Specialty,597,1495,52,YES,Yes,Yes,No,3.6,2.5,4.4,73,144,76,3.1,yes,AI Healthcare
H01245,Delhi Care Hospital 1245,Madurai,Government,741,698,75,YES,No,Yes,Yes,2.9,4.7,4,62,139,73,,No,AI Healthcare
H01246,Chennai Care Hospital 1246,Delhi,Government,846,623,101,,NO,Yes,Yes,4.7,3.5,5,60,80,57,4.5,No,Smart Hospital
H01247,Delhi Care Hospital 1247,Bengaluru,Government,622,791,,yes,NO,No,No,2.9,3.7,4.3,98,68,66,4.2,YES,IoT Healthcare
H01248,Hyderabad Care Hospital 1248,Hyderabad,Private,1500,206,120,yes,,No,Yes,2.3,2.2,4.9,96,69,68,2.3,yes,Digital Patient Care
H01249,Coimbatore Care Hospital 1249,Pune,Specialty,,219,138,YES,No,No,No,2.5,2.7,4.6,,48,62,4.7,Yes,Digital Patient Care
H01250,Coimbatore Care Hospital 1250,,Government,1021,2025,52,YES,NO,No,Yes,4.3,2.5,2.4,73,166,69,,,Contactless Healthcare
H01251,Coimbatore Care Hospital 1251,,Specialty,473,1857,41,,No,Yes,Yes,,4.2,2.8,100,206,,3.8,Yes,IoT Healthcare
H01252,Bengaluru Care Hospital 1252,,Specialty,1016,2154,100,No,NO,Yes,Yes,3.3,2.9,3.4,81,86,94,2.4,Yes,Contactless Healthcare
H01253,Bengaluru Care Hospital 1253,Coimbatore,,630,767,37,Yes,Yes,Yes,No,2.3,4.8,2.7,88,104,72,4.6,Yes,Smart Hospital
H01254,Coimbatore Care Hospital 1254,Coimbatore,Private,1217,940,,YES,YES,Yes,No,3.6,3.6,3.6,100,95,84,3.5,No,Contactless Healthcare
H01255,Kochi Care Hospital 1255,Chennai,Government,1381,,105,YES,NO,Yes,No,2.6,3.7,2.1,79,119,84,,No,AI Healthcare
H01256,Mumbai Care Hospital 1256,Hyderabad,Private,212,,132,,Yes,No,Yes,2.6,4.4,4.8,50,121,95,2.7,yes,Contactless Healthcare
H01257,Kochi Care Hospital 1257,Coimbatore,Multispeciality,211,,100,No,NO,No,No,,2,,68,87,65,4.5,yes,Contactless Healthcare
H01258,Kochi Care Hospital 1258,Hyderabad,Government,,,125,No,,No,No,3.9,,2.1,,18,79,3.6,Yes,IoT Healthcare
H01259,Coimbatore Care Hospital 1259,Hyderabad,Private,1410,2030,142,No,NO,No,Yes,2.8,2.9,4.2,,14,89,3.9,Yes,
H01260,Kochi Care Hospital 1260,,Multispeciality,450,2023,107,,NO,No,No,2,2.4,3.2,,142,84,4.4,No,AI Healthcare
H01261,Delhi Care Hospital 1261,Chennai,Government,1356,838,135,YES,No,No,Yes,,2.4,2.4,54,130,66,3.4,YES,IoT Healthcare
H01262,Bengaluru Care Hospital 1262,Pune,Private,591,497,142,Yes,Yes,No,Yes,3.2,4.2,3,30,207,78,3.8,Yes,Contactless Healthcare
H01263,Chennai Care Hospital 1263,Coimbatore,Specialty,949,1255,84,yes,No,Yes,Yes,2.9,3.8,4.1,30,92,75,2.8,Yes,Digital Patient Care
H01264,Chennai Care Hospital 1264,,Specialty,802,306,139,Yes,NO,Yes,No,3,4,3.4,84,185,74,3.6,Yes,Enhanced Security
H01265,Jaipur Care Hospital 1265,Hyderabad,Specialty,771,746,128,No,No,Yes,,4.5,3,2.3,87,178,54,2.1,,AI Healthcare
H01266,Delhi Care Hospital 1266,Coimbatore,Government,1458,200,91,Yes,,Yes,No,3.1,3.9,4,32,81,50,4.7,yes,Digital Patient Care
H01267,Madurai Care Hospital 1267,,Private,715,968,87,yes,,Yes,Yes,4,2.1,4.3,96,162,73,2.6,,IoT Healthcare
H01268,Mumbai Care Hospital 1268,Jaipur,Government,1095,1228,12,Yes,NO,No,No,2.5,4,4.4,39,200,93,2.5,No,Digital Patient Care
H01269,Madurai Care Hospital 1269,Jaipur,Specialty,1272,,99,YES,Yes,No,Yes,3.5,4.9,4.9,64,,95,3.6,YES,Patient-Centric Care
H01270,Chennai Care Hospital 1270,Delhi,Multispeciality,613,487,95,yes,,Yes,Yes,4.1,3.4,4.9,89,95,75,2.5,YES,Smart Hospital
H01271,Coimbatore Care Hospital 1271,Mumbai,Government,797,1670,,No,,Yes,Yes,3.4,3.5,5,,205,52,4.8,No,
H01272,Madurai Care Hospital 1272,Kochi,Private,,1726,26,No,Yes,Yes,Yes,3.2,2.2,,56,194,60,4.7,No,Green Hospital
H01273,Chennai Care Hospital 1273,Madurai,Specialty,580,1682,148,yes,YES,Yes,Yes,2.7,3,,72,145,73,2.2,,Digital Patient Care
H01274,Chennai Care Hospital 1274,Mumbai,Multispeciality,436,1426,68,,Yes,No,,4.1,3.2,4.6,90,218,63,3.7,Yes,Green Hospital
H01275,Hyderabad Care Hospital 1275,Bengaluru,Specialty,1099,1742,40,,Yes,No,No,3.3,4.9,4.9,37,122,,2.9,YES,Enhanced Security
H01276,Mumbai Care Hospital 1276,,Specialty,95,790,143,Yes,NO,No,Yes,3.4,4.3,3.7,32,39,63,2.6,yes,Smart Hospital
H01277,Hyderabad Care Hospital 1277,Coimbatore,Private,200,1129,51,Yes,,No,,2.5,3.4,2.3,55,180,,3.9,No,Patient-Centric Care
H01278,Madurai Care Hospital 1278,Mumbai,Multispeciality,,2122,82,Yes,YES,Yes,No,,2.4,4.3,49,98,69,4.8,Yes,Enhanced Security
H01279,Hyderabad Care Hospital 1279,Coimbatore,Government,364,1193,117,yes,NO,Yes,No,3.8,3.1,,61,123,82,,No,Digital Patient Care
H01280,Kochi Care Hospital 1280,Delhi,,242,698,38,YES,Yes,No,Yes,3.1,3,,,93,76,4.8,Yes,
H01281,Chennai Care Hospital 1281,Jaipur,Private,591,624,82,yes,No,Yes,No,3.8,3.4,2.1,36,69,89,4.2,,IoT Healthcare
H01282,Delhi Care Hospital 1282,Pune,Specialty,364,1671,95,Yes,Yes,No,No,3.6,3.4,3.3,92,35,50,4.4,yes,AI Healthcare
H01283,Bengaluru Care Hospital 1283,Coimbatore,Private,1441,553,82,YES,YES,Yes,No,4.3,2.4,2.3,98,12,98,,No,IoT Healthcare
H01284,Jaipur Care Hospital 1284,Mumbai,Specialty,228,1963,43,YES,YES,Yes,No,,3.1,2.8,39,162,,4.8,Yes,AI Healthcare
H01285,Coimbatore Care Hospital 1285,Pune,Private,1189,526,144,No,Yes,No,,3.6,2.1,3.5,,168,56,,YES,IoT Healthcare
H01286,Delhi Care Hospital 1286,Pune,Government,373,981,37,YES,YES,No,No,3.6,4.4,3.3,72,31,51,3.1,yes,Contactless Healthcare
H01287,Bengaluru Care Hospital 1287,Kochi,Multispeciality,1207,429,79,yes,YES,No,No,2.3,2.1,3.4,45,114,59,4.6,No,AI Healthcare
H01288,Madurai Care Hospital 1288,,Government,774,244,,YES,YES,,,2.6,3.9,2.4,99,,98,4.6,,Enhanced Security
H01289,Mumbai Care Hospital 1289,Madurai,Government,629,2084,75,YES,No,No,Yes,3.7,4.8,2.1,87,111,52,4.1,YES,AI Healthcare
H01290,Kochi Care Hospital 1290,,Multispeciality,839,1967,73,YES,YES,No,,4.4,3.4,3,70,45,71,3.6,No,
H01291,Mumbai Care Hospital 1291,Hyderabad,,642,2110,141,Yes,No,Yes,No,2.7,,4.5,76,97,89,2.5,YES,IoT Healthcare
H01292,Pune Care Hospital 1292,Madurai,Private,932,1547,85,No,NO,,Yes,,4,4.7,69,145,76,3.2,yes,AI Healthcare
H01293,Coimbatore Care Hospital 1293,Jaipur,Multispeciality,598,1120,,Yes,Yes,Yes,Yes,3.6,3.5,4.4,87,137,56,4.7,YES,
H01294,Kochi Care Hospital 1294,Kochi,Specialty,602,868,76,,YES,Yes,No,2.8,,4.1,57,219,61,4.2,YES,Patient-Centric Care
H01295,Hyderabad Care Hospital 1295,Mumbai,Government,,1273,127,YES,,No,No,3.4,3.5,4.4,74,135,72,3.3,YES,Digital Patient Care
H01296,Mumbai Care Hospital 1296,Delhi,Multispeciality,134,,62,Yes,No,Yes,No,4.4,4.2,3.7,87,181,58,3.4,YES,Digital Patient Care
H01297,Coimbatore Care Hospital 1297,,Multispeciality,673,1620,148,,NO,,No,4.8,3.9,,49,116,,4,yes,Patient-Centric Care
H01298,Jaipur Care Hospital 1298,Jaipur,Government,1377,1737,75,No,YES,Yes,No,3.9,4.5,2.6,93,140,92,4.5,Yes,Digital Patient Care
H01299,Mumbai Care Hospital 1299,Kochi,,218,377,110,Yes,No,No,Yes,2.8,,3.7,77,151,54,4,YES,AI Healthcare
H01300,Madurai Care Hospital 1300,Madurai,Multispeciality,983,1693,15,yes,,Yes,Yes,3.3,,2.9,62,166,52,2.4,Yes,Patient-Centric Care
H01301,Bengaluru Care Hospital 1301,Jaipur,,1167,1207,103,No,NO,,Yes,3.5,4.8,3.1,37,71,72,4.5,Yes,IoT Healthcare
H01302,Pune Care Hospital 1302,Coimbatore,Specialty,1422,979,118,No,YES,No,No,3.1,,3.9,42,153,65,2.1,No,
H01303,Delhi Care Hospital 1303,Madurai,,650,1101,144,,NO,No,Yes,3.5,2.3,3.7,,109,90,4.8,No,Enhanced Security
H01304,Hyderabad Care Hospital 1304,Mumbai,Private,1099,1722,45,YES,YES,,Yes,4.1,4.4,2.4,72,32,82,4.5,Yes,
H01305,Bengaluru Care Hospital 1305,Jaipur,Private,487,1294,52,yes,YES,No,No,3.3,4.4,4,70,6,98,3.9,No,Green Hospital
H01306,Mumbai Care Hospital 1306,Bengaluru,Private,907,1678,,Yes,NO,No,No,4.7,4.2,2,34,7,96,2.7,yes,
H01307,Jaipur Care Hospital 1307,Coimbatore,Government,1114,,77,YES,YES,Yes,Yes,4.6,2.2,4,75,52,57,5,Yes,Enhanced Security
H01308,Kochi Care Hospital 1308,Pune,Government,136,470,15,yes,Yes,No,No,2.3,,4.1,95,81,87,4.1,No,IoT Healthcare
H01309,Chennai Care Hospital 1309,Bengaluru,Specialty,1077,1101,107,YES,No,No,Yes,4.3,4.9,3.2,86,154,78,2.1,,
H01310,Coimbatore Care Hospital 1310,Chennai,Government,1010,1464,46,Yes,,No,No,4.4,4.1,5,33,177,50,3.3,yes,Smart Hospital
H01311,Delhi Care Hospital 1311,Chennai,Government,915,1741,98,yes,Yes,No,Yes,4,2.7,4.1,39,152,93,4.6,Yes,Digital Patient Care
H01312,Madurai Care Hospital 1312,Delhi,Specialty,,1161,110,No,Yes,No,,2.5,3.3,,86,144,99,2.8,Yes,AI Healthcare
H01313,Delhi Care Hospital 1313,Coimbatore,Specialty,1009,,123,No,YES,No,Yes,3.7,3.7,2.7,48,202,97,2.5,,Contactless Healthcare
H01314,Jaipur Care Hospital 1314,Coimbatore,Specialty,114,1606,37,,YES,No,No,5,4.2,3.2,45,10,62,,No,Green Hospital
H01315,Kochi Care Hospital 1315,Delhi,Specialty,699,817,122,,NO,Yes,Yes,3,4.3,2.3,55,82,84,4.7,yes,IoT Healthcare
H01316,Bengaluru Care Hospital 1316,Hyderabad,Multispeciality,821,783,21,No,Yes,Yes,No,3.3,4.8,4.7,57,218,91,2.8,Yes,IoT Healthcare
H01317,Kochi Care Hospital 1317,Chennai,Specialty,1145,189,,YES,No,Yes,Yes,3.2,,,71,115,86,4.2,YES,Enhanced Security
H01318,Coimbatore Care Hospital 1318,Hyderabad,Specialty,591,,12,,Yes,Yes,Yes,,2.1,2.8,,,72,3.2,No,Contactless Healthcare
H01319,Delhi Care Hospital 1319,Coimbatore,Multispeciality,1349,1043,,Yes,YES,No,No,4.2,2.4,,39,125,64,2.8,YES,Smart Hospital
H01320,Pune Care Hospital 1320,,Specialty,1282,1582,105,YES,,No,No,2.8,3,3.1,81,42,63,4.9,Yes,Enhanced Security
H01321,Bengaluru Care Hospital 1321,Coimbatore,Government,844,584,75,yes,YES,Yes,Yes,3,4.4,3.5,49,30,82,2.3,YES,
H01322,Jaipur Care Hospital 1322,Pune,,,714,79,yes,NO,No,Yes,,2.9,2.3,49,58,79,4.9,No,AI Healthcare
H01323,Delhi Care Hospital 1323,,Specialty,,1058,143,YES,No,No,Yes,4.1,4.9,4.9,90,130,62,2.3,Yes,Smart Hospital
H01324,Coimbatore Care Hospital 1324,Bengaluru,Private,103,553,,Yes,Yes,Yes,Yes,4.3,4.9,3.7,62,156,57,,YES,Green Hospital
H01325,Hyderabad Care Hospital 1325,,Government,1326,1042,134,No,Yes,No,No,4,4.8,4,69,,84,3.8,Yes,AI Healthcare
H01326,Madurai Care Hospital 1326,Madurai,Specialty,559,1843,81,yes,YES,,Yes,4.6,4.1,4.8,48,47,94,2.1,Yes,Smart Hospital
H01327,Bengaluru Care Hospital 1327,Bengaluru,Private,455,1268,64,,No,No,No,4.6,2.4,4.1,40,74,71,2.5,yes,AI Healthcare
H01328,Bengaluru Care Hospital 1328,Mumbai,Private,899,1782,104,Yes,Yes,No,Yes,2.6,3.6,3.4,45,114,58,,YES,Enhanced Security
H01329,Chennai Care Hospital 1329,Mumbai,Specialty,279,1878,86,YES,No,Yes,No,2.5,4.8,2.9,33,43,,3.6,YES,Green Hospital
H01330,Kochi Care Hospital 1330,Madurai,Specialty,1020,,80,No,NO,No,Yes,4.4,2.8,4.3,41,102,64,3,yes,AI Healthcare
H01331,Madurai Care Hospital 1331,Madurai,Multispeciality,122,2029,60,yes,Yes,No,Yes,2.7,4.7,,,17,69,4.1,No,Patient-Centric Care
H01332,Jaipur Care Hospital 1332,Chennai,Multispeciality,1194,1590,116,yes,YES,Yes,,2.2,4.3,4.4,54,156,53,2,YES,AI Healthcare
H01333,Kochi Care Hospital 1333,Hyderabad,Private,,1155,23,Yes,Yes,,Yes,4.7,4.4,3.5,59,90,92,4.7,Yes,Green Hospital
H01334,Mumbai Care Hospital 1334,Mumbai,Specialty,513,1415,51,yes,YES,,Yes,4.6,,4.1,34,215,86,4.5,yes,Contactless Healthcare
H01335,Kochi Care Hospital 1335,,Private,490,2033,50,No,Yes,No,No,4.5,4.9,4.6,50,145,61,3,No,Smart Hospital
H01336,Mumbai Care Hospital 1336,Coimbatore,Specialty,752,1025,73,YES,Yes,Yes,No,2.4,4.3,2.5,33,7,54,2,YES,Green Hospital
H01337,Delhi Care Hospital 1337,Bengaluru,Multispeciality,575,726,11,YES,No,No,Yes,2.7,3.7,2.4,71,14,84,3.1,yes,
H01338,Mumbai Care Hospital 1338,Delhi,Specialty,,1110,14,yes,NO,Yes,No,2.3,3.6,4.5,56,198,52,2.7,Yes,Digital Patient Care
H01339,Jaipur Care Hospital 1339,Jaipur,Private,1428,1190,48,YES,No,No,Yes,3.2,2.8,4.3,51,71,66,2.9,,Green Hospital
H01340,Jaipur Care Hospital 1340,,Specialty,1347,1442,62,,NO,No,Yes,3,2.3,,61,169,60,,Yes,IoT Healthcare
H01341,Madurai Care Hospital 1341,Chennai,Multispeciality,,2055,70,YES,NO,No,No,2.2,4.8,3.9,63,190,59,,No,Smart Hospital
H01342,Delhi Care Hospital 1342,Kochi,Multispeciality,901,1511,6,YES,Yes,Yes,Yes,2.4,4.3,2.9,87,198,65,2.8,YES,Patient-Centric Care
H01343,Delhi Care Hospital 1343,Mumbai,Multispeciality,608,,100,Yes,No,No,No,4.9,3.6,2.3,68,63,62,2.9,Yes,IoT Healthcare
H01344,Madurai Care Hospital 1344,,Multispeciality,1289,195,37,No,YES,Yes,Yes,2.2,3.3,4.1,35,210,50,3.8,Yes,AI Healthcare
H01345,Hyderabad Care Hospital 1345,,Multispeciality,1095,,91,Yes,NO,Yes,No,2.6,4.8,2.6,61,88,63,3.1,Yes,
H01346,Pune Care Hospital 1346,,Private,1135,1685,64,YES,,No,,,3.2,2.5,81,163,75,,Yes,Enhanced Security
H01347,Mumbai Care Hospital 1347,Coimbatore,Government,671,,147,Yes,YES,Yes,Yes,4.8,4.6,4.8,,196,91,4.8,YES,Enhanced Security
H01348,Hyderabad Care Hospital 1348,,Multispeciality,517,,88,No,No,No,No,3.4,4,4.6,98,,83,2.3,YES,Digital Patient Care
H01349,Delhi Care Hospital 1349,Chennai,Specialty,858,,75,yes,No,Yes,No,3.5,3.4,3.3,85,102,77,3.9,YES,IoT Healthcare
H01350,Kochi Care Hospital 1350,Chennai,Government,1199,338,113,,No,Yes,Yes,2.3,4,4.1,38,117,93,2.8,yes,Enhanced Security
H01351,Hyderabad Care Hospital 1351,,Government,486,1001,75,Yes,,No,No,2.2,4.5,2.6,62,145,62,3.9,No,
H01352,Bengaluru Care Hospital 1352,Coimbatore,Specialty,1062,246,55,YES,YES,Yes,No,3.9,3.1,3.9,69,54,,3,YES,Enhanced Security
H01353,Kochi Care Hospital 1353,Coimbatore,,1144,716,88,yes,Yes,Yes,No,3.9,4.7,3.5,31,,60,2.2,No,IoT Healthcare
H01354,Mumbai Care Hospital 1354,Mumbai,Multispeciality,506,1811,119,YES,Yes,No,No,4.1,4.6,3.7,100,,52,2.4,YES,Patient-Centric Care
H01355,Hyderabad Care Hospital 1355,Bengaluru,,,,67,No,No,No,No,3.5,4.3,2.8,42,114,66,4.6,yes,Digital Patient Care
H01356,Coimbatore Care Hospital 1356,Jaipur,Specialty,458,,49,YES,Yes,,No,2.1,2.8,,78,7,,,No,Green Hospital
H01357,Delhi Care Hospital 1357,Pune,,732,1776,19,No,No,Yes,No,,4.4,4.7,86,21,69,3.7,Yes,AI Healthcare
H01358,Madurai Care Hospital 1358,Kochi,Multispeciality,1057,929,13,yes,Yes,No,,3.7,,4.7,34,141,62,4.1,yes,Contactless Healthcare
H01359,Madurai Care Hospital 1359,Coimbatore,Multispeciality,346,,141,yes,YES,Yes,No,3.1,4.7,2.2,39,190,57,4.4,No,IoT Healthcare
H01360,Coimbatore Care Hospital 1360,Hyderabad,Private,534,247,104,yes,No,No,No,2.3,3.1,,66,171,95,3.6,No,Enhanced Security
H01361,Bengaluru Care Hospital 1361,Chennai,Multispeciality,671,1482,143,yes,NO,,No,4.2,3.3,2.6,35,65,72,3.4,Yes,Patient-Centric Care
H01362,Bengaluru Care Hospital 1362,Hyderabad,,1000,934,116,Yes,NO,Yes,No,3.9,4.9,4.2,61,68,73,3.8,No,
H01363,Kochi Care Hospital 1363,Chennai,Government,977,348,99,YES,NO,Yes,No,3.7,3.9,2.1,,144,82,3.9,YES,AI Healthcare
H01364,Mumbai Care Hospital 1364,Pune,Government,921,,44,yes,Yes,Yes,,,2.5,,,,91,3,yes,
H01365,Kochi Care Hospital 1365,Chennai,Specialty,294,291,,Yes,Yes,,Yes,4.8,2.3,2.1,48,203,71,4.7,yes,Digital Patient Care
H01366,Kochi Care Hospital 1366,Madurai,Multispeciality,719,1913,6,Yes,Yes,Yes,No,2.5,4.8,3.5,96,203,87,4.7,No,Digital Patient Care
H01367,Mumbai Care Hospital 1367,Hyderabad,Specialty,200,622,,No,Yes,,No,3.6,2.6,3.3,88,184,74,2.6,yes,Enhanced Security
H01368,Hyderabad Care Hospital 1368,Bengaluru,Specialty,1494,1202,,No,Yes,No,No,4.2,4.1,,51,23,70,3.1,No,Green Hospital
H01369,Madurai Care Hospital 1369,Madurai,,,1074,131,No,Yes,Yes,Yes,3.9,2.8,4.5,81,119,83,3.5,No,Digital Patient Care
H01370,Pune Care Hospital 1370,Pune,Government,,431,6,yes,Yes,,Yes,4.8,2.7,,83,216,78,4,Yes,Patient-Centric Care
H01371,Chennai Care Hospital 1371,Madurai,Private,772,276,47,yes,,Yes,No,4.6,3.9,4.4,,191,98,2.5,No,Digital Patient Care
H01372,Jaipur Care Hospital 1372,Delhi,Multispeciality,1453,522,121,YES,,Yes,No,2.7,3.5,4.4,76,,,3.3,YES,Enhanced Security
H01373,Hyderabad Care Hospital 1373,Mumbai,Private,899,2157,134,Yes,Yes,Yes,Yes,,4.2,,37,119,57,4.8,YES,Smart Hospital
H01374,Pune Care Hospital 1374,,,212,1524,52,Yes,Yes,No,Yes,3.2,,2.3,,58,52,2.1,yes,Smart Hospital
H01375,Pune Care Hospital 1375,Kochi,,222,608,49,YES,NO,Yes,Yes,3.9,3.5,,82,20,59,3.1,YES,Enhanced Security
H01376,Madurai Care Hospital 1376,Chennai,Specialty,197,514,8,,NO,No,Yes,4.3,2.9,4.2,86,124,77,4.2,No,IoT Healthcare
H01377,Madurai Care Hospital 1377,Delhi,Government,983,1313,13,Yes,No,Yes,Yes,4.7,2.3,2.3,34,,94,3.3,No,Patient-Centric Care
H01378,Chennai Care Hospital 1378,Jaipur,Multispeciality,495,552,7,No,YES,Yes,No,4.8,2.7,4.3,34,110,94,4.5,yes,Digital Patient Care
H01379,Bengaluru Care Hospital 1379,Kochi,Government,733,1796,62,,NO,Yes,No,3.8,2.1,3.5,,16,,3.2,YES,Enhanced Security
H01380,Bengaluru Care Hospital 1380,Hyderabad,,,1743,56,YES,No,Yes,,2.9,2.6,4.2,91,36,88,3,yes,
H01381,Madurai Care Hospital 1381,Kochi,Specialty,1457,279,59,No,YES,Yes,Yes,2.8,2.6,2.6,82,47,72,3.9,No,Green Hospital
