Order_ID,Order_Date,Ship_Date,Customer_ID,Gender,Age,Region,Category,Freight_Mode,Quantity,Unit_Price,Discount_Pct,Original_Amount,Sales,COGS,Freight_Cost,Profit,Profit_Margin_Pct,Delivery_Days,Year,Month,Month_Name,Age_Group,Low_Margin
542,2023-06-17,2023-06-19,CUST542,Female,20,South,Beauty,Priority,1,50,0.0,50,50.0,24.0,38.69,-12.69,-25.38,4,2023,6,Jun,18-25,True
543,2023-07-26,2023-07-28,CUST543,Male,49,East,Beauty,Standard,2,300,10.0,600,540.0,259.2,44.76,236.04,43.71,9,2023,7,Jul,46-55,False
545,2023-06-01,2023-06-03,CUST545,Male,27,North,Clothing,Economy,2,25,10.0,50,45.0,24.75,7.59,12.66,28.13,12,2023,6,Jun,26-35,True
546,2023-10-11,2023-10-14,CUST546,Female,36,West,Electronics,Priority,4,50,0.0,200,200.0,124.0,124.66,-48.66,-24.33,3,2023,10,Oct,36-45,True
547,2023-03-07,2023-03-08,CUST547,Male,63,North,Clothing,Standard,4,500,0.0,2000,2000.0,1100.0,37.28,862.72,43.14,11,2023,3,Mar,56-64,False
548,2023-04-09,2023-04-12,CUST548,Female,51,West,Clothing,Standard,2,30,25.0,60,45.0,24.75,29.86,-9.61,-21.36,11,2023,4,Apr,46-55,True
549,2023-08-04,2023-08-07,CUST549,Female,50,South,Beauty,Economy,2,50,0.0,100,100.0,48.0,13.33,38.67,38.67,17,2023,8,Aug,46-55,False
550,2023-12-07,2023-12-10,CUST550,Male,40,East,Clothing,Standard,3,300,25.0,900,675.0,371.25,27.37,276.38,40.95,9,2023,12,Dec,36-45,False
551,2023-07-14,2023-07-16,CUST551,Male,45,North,Electronics,Economy,3,300,0.0,900,900.0,558.0,18.42,323.58,35.95,17,2023,7,Jul,36-45,False
552,2023-12-13,2023-12-15,CUST552,Female,49,West,Electronics,Express,3,25,0.0,75,75.0,46.5,103.32,-74.82,-99.76,1,2023,12,Dec,46-55,True
553,2023-03-31,2023-04-03,CUST553,Male,24,North,Clothing,Economy,4,300,0.0,1200,1200.0,660.0,41.1,498.9,41.58,18,2023,3,Mar,18-25,False
554,2023-11-12,2023-11-15,CUST554,Female,46,West,Beauty,Priority,3,50,0.0,150,150.0,72.0,130.76,-52.76,-35.17,4,2023,11,Nov,46-55,True
555,2023-10-19,2023-10-20,CUST555,Male,25,North,Beauty,Economy,1,300,5.0,300,285.0,136.8,3.65,144.55,50.72,15,2023,10,Oct,18-25,False
556,2023-06-04,2023-06-05,CUST556,Female,18,West,Electronics,Standard,1,50,25.0,50,37.5,23.25,24.24,-9.99,-26.64,8,2023,6,Jun,18-25,True
557,2023-07-27,2023-07-29,CUST557,Female,20,West,Beauty,Priority,3,30,10.0,90,81.0,38.88,96.33,-54.21,-66.93,3,2023,7,Jul,18-25,True
559,2023-01-01,2023-01-02,CUST559,Female,40,West,Clothing,Express,4,300,0.0,1200,1200.0,660.0,132.3,407.7,33.98,1,2023,1,Jan,36-45,False
560,2023-06-05,2023-06-08,CUST560,Female,25,South,Electronics,Priority,1,50,0.0,50,50.0,31.0,31.52,-12.52,-25.04,5,2023,6,Jun,18-25,True
561,2023-05-27,2023-05-29,CUST561,Female,64,West,Clothing,Economy,4,500,0.0,2000,2000.0,1100.0,40.6,859.4,42.97,9,2023,5,May,56-64,False
562,2023-04-18,2023-04-21,CUST562,Male,54,East,Electronics,Economy,2,25,25.0,50,37.5,23.25,18.73,-4.48,-11.95,19,2023,4,Apr,46-55,True
563,2023-08-09,2023-08-10,CUST563,Male,20,East,Clothing,Priority,2,30,,60,57.0,31.35,38.71,-13.06,-22.91,4,2023,8,Aug,18-25,True
564,2023-10-24,2023-10-26,CUST564,Male,50,East,Electronics,Express,2,50,25.0,100,75.0,46.5,65.83,-37.33,-49.77,2,2023,10,Oct,46-55,True
566,2023-12-02,2023-12-03,CUST566,Female,64,South,Clothing,Priority,1,30,5.0,30,28.5,15.68,25.97,-13.15,-46.14,5,2023,12,Dec,56-64,True
567,2023-06-14,2023-06-16,CUST567,Female,25,South,Clothing,Standard,3,300,0.0,900,900.0,495.0,35.85,369.15,41.02,6,2023,6,Jun,18-25,False
568,2023-08-27,2023-08-28,CUST568,Female,51,West,Electronics,Standard,1,300,20.0,300,240.0,148.8,12.78,78.42,32.67,7,2023,8,Aug,46-55,False
569,2023-08-15,2023-08-17,CUST569,Male,52,East,Electronics,Standard,4,50,0.0,200,200.0,124.0,86.64,-10.64,-5.32,7,2023,8,Aug,46-55,True
570,2023-08-15,2023-08-16,CUST570,Male,49,East,Clothing,Standard,1,500,25.0,500,375.0,206.25,23.8,144.95,38.65,7,2023,8,Aug,46-55,False
571,2023-12-12,2023-12-14,CUST571,Female,41,South,Electronics,Standard,1,50,0.0,50,50.0,31.0,14.89,4.11,8.22,9,2023,12,Dec,36-45,True
572,2023-04-20,2023-04-23,CUST572,Male,31,East,Clothing,Standard,4,500,15.0,2000,1700.0,935.0,93.62,671.38,39.49,8,2023,4,Apr,26-35,False
573,2023-09-19,2023-09-22,CUST573,Male,49,North,Beauty,Standard,2,30,25.0,60,45.0,21.6,26.93,-3.53,-7.84,7,2023,9,Sep,46-55,True
574,2023-08-31,2023-09-03,CUST574,Female,63,South,Electronics,Standard,2,25,0.0,50,50.0,31.0,32.2,-13.2,-26.4,7,2023,8,Aug,56-64,True
575,2023-03-28,2023-03-30,CUST575,Male,60,East,Clothing,Economy,2,50,,100,80.0,44.0,10.07,25.93,32.41,8,2023,3,Mar,56-64,False
576,2023-12-04,2023-12-06,CUST576,Female,33,South,Beauty,Express,3,50,0.0,150,150.0,72.0,166.86,-88.86,-59.24,2,2023,12,Dec,26-35,True
577,2023-02-13,2023-02-16,CUST577,Male,21,North,Beauty,Standard,4,500,5.0,2000,1900.0,912.0,98.57,889.43,46.81,11,2023,2,Feb,18-25,False
578,2023-05-26,2023-05-29,CUST578,Female,54,South,Clothing,Priority,4,30,20.0,120,96.0,52.8,137.18,-93.98,-97.9,4,2023,5,May,46-55,True
579,2023-09-21,2023-09-22,CUST579,Female,38,South,Electronics,Standard,1,30,25.0,30,22.5,13.95,14.08,-5.53,-24.58,6,2023,9,Sep,36-45,True
580,2023-12-06,2023-12-07,CUST580,Female,31,South,Clothing,Economy,3,500,10.0,1500,1350.0,742.5,26.49,581.01,43.04,10,2023,12,Dec,26-35,False
581,2023-11-21,2023-11-22,CUST581,Female,48,South,Beauty,Priority,2,30,0.0,60,60.0,28.8,42.64,-11.44,-19.07,4,2023,11,Nov,46-55,True
582,2023-11-14,2023-11-17,CUST582,Male,35,North,Clothing,Standard,3,300,10.0,900,810.0,445.5,69.32,295.18,36.44,8,2023,11,Nov,26-35,False
584,2023-02-17,2023-02-20,CUST584,Female,27,South,Beauty,Economy,4,50,5.0,200,190.0,91.2,28.18,70.62,37.17,8,2023,2,Feb,26-35,False
585,2023-05-01,2023-05-02,CUST585,Female,24,South,Clothing,Economy,1,25,0.0,25,25.0,13.75,8.27,2.98,11.92,19,2023,5,May,18-25,True
586,2023-12-11,2023-12-13,CUST586,Male,50,East,Electronics,Express,1,50,20.0,50,40.0,24.8,54.99,-39.79,-99.48,1,2023,12,Dec,46-55,True
587,2023-06-08,2023-06-11,CUST587,Female,40,South,Beauty,Priority,4,300,10.0,1200,1080.0,518.4,79.75,481.85,44.62,4,2023,6,Jun,36-45,False
588,2023-04-26,2023-04-28,CUST588,Male,38,East,Electronics,Standard,2,30,25.0,60,45.0,27.9,39.21,-22.11,-49.13,11,2023,4,Apr,36-45,True
589,2023-04-12,2023-04-14,CUST589,Female,36,West,Beauty,Economy,2,500,10.0,1000,900.0,432.0,10.35,457.65,50.85,18,2023,4,Apr,36-45,False
590,2023-03-17,2023-03-19,CUST590,Male,36,North,Clothing,Standard,3,300,25.0,900,675.0,371.25,60.41,243.34,36.05,9,2023,3,Mar,36-45,False
591,2023-01-13,2023-01-14,CUST591,Male,53,North,Electronics,Economy,4,25,0.0,100,100.0,62.0,41.61,-3.61,-3.61,14,2023,1,Jan,46-55,True
592,2023-01-24,2023-01-26,CUST592,Female,46,West,Beauty,Priority,4,500,20.0,2000,1600.0,768.0,158.83,673.17,42.07,4,2023,1,Jan,46-55,False
593,2023-05-06,2023-05-09,CUST593,Male,35,North,Electronics,Priority,2,30,0.0,60,60.0,37.2,65.84,-43.04,-71.73,4,2023,5,May,26-35,True
594,2023-09-01,2023-09-02,CUST594,Female,19,West,Electronics,Express,2,300,0.0,600,600.0,372.0,101.61,126.39,21.06,1,2023,9,Sep,18-25,True
595,2023-11-09,2023-11-12,CUST595,Female,18,West,Clothing,Standard,4,500,10.0,2000,1800.0,990.0,41.72,768.28,42.68,10,2023,11,Nov,18-25,False
596,2023-02-07,2023-02-10,CUST596,Female,64,West,Electronics,Standard,1,300,0.0,300,300.0,186.0,21.18,92.82,30.94,9,2023,2,Feb,56-64,False
597,2023-08-22,2023-08-23,CUST597,Male,22,North,Beauty,Standard,4,300,25.0,1200,900.0,432.0,50.46,417.54,46.39,11,2023,8,Aug,18-25,False
598,2023-08-01,2023-08-04,CUST598,Male,37,East,Beauty,Standard,4,30,0.0,120,120.0,57.6,65.78,-3.38,-2.82,9,2023,8,Aug,36-45,True
599,2023-11-19,2023-11-22,CUST599,Female,28,West,Beauty,Priority,2,50,25.0,100,75.0,36.0,51.35,-12.35,-16.47,4,2023,11,Nov,26-35,True
600,2023-10-22,2023-10-23,CUST600,Female,59,South,Beauty,Standard,2,500,0.0,1000,1000.0,480.0,20.55,499.45,49.94,10,2023,10,Oct,56-64,False
601,2023-04-10,2023-04-13,CUST601,Male,19,North,Clothing,Standard,1,30,10.0,30,27.0,14.85,18.7,-6.55,-24.26,9,2023,4,Apr,18-25,True
602,2023-12-23,2023-12-25,CUST602,Female,20,West,Electronics,Economy,1,300,5.0,300,285.0,176.7,3.49,104.81,36.78,19,2023,12,Dec,18-25,False
603,2023-07-16,2023-07-19,CUST603,Female,40,West,Clothing,Economy,3,30,10.0,90,81.0,44.55,29.21,7.24,8.94,8,2023,7,Jul,36-45,True
604,2023-09-11,2023-09-13,CUST604,Female,29,South,Electronics,Economy,4,50,25.0,200,150.0,93.0,23.43,33.57,22.38,19,2023,9,Sep,26-35,True
605,2023-07-24,2023-07-27,CUST605,Male,37,East,Electronics,Economy,2,500,0.0,1000,1000.0,620.0,6.0,374.0,37.4,15,2023,7,Jul,36-45,False
606,2023-05-05,2023-05-06,CUST606,Male,22,East,Electronics,Standard,1,50,20.0,50,40.0,24.8,16.69,-1.49,-3.72,6,2023,5,May,18-25,True
607,2023-03-17,2023-03-18,CUST607,Male,54,East,Clothing,Standard,3,25,15.0,75,63.75,35.06,26.39,2.3,3.61,10,2023,3,Mar,46-55,True
608,2023-12-02,2023-12-05,CUST608,Female,55,West,Electronics,Priority,3,500,5.0,1500,1425.0,883.5,76.37,465.13,32.64,5,2023,12,Dec,46-55,False
609,2023-12-19,2023-12-20,CUST609,Female,47,West,Clothing,Priority,2,50,0.0,100,100.0,55.0,74.18,-29.18,-29.18,4,2023,12,Dec,46-55,True
610,2023-01-03,2023-01-06,CUST610,Female,26,West,Beauty,Standard,2,300,5.0,600,570.0,273.6,18.13,278.27,48.82,11,2023,1,Jan,26-35,False
611,2023-02-24,2023-02-25,CUST611,Male,51,North,Beauty,Priority,3,500,20.0,1500,1200.0,576.0,121.99,502.01,41.83,3,2023,2,Feb,46-55,False
612,2023-08-06,2023-08-08,CUST612,Female,61,South,Electronics,Standard,1,500,0.0,500,500.0,310.0,8.06,181.94,36.39,10,2023,8,Aug,56-64,False
613,2023-04-23,2023-04-26,CUST613,Female,52,West,Clothing,Standard,3,30,20.0,90,72.0,39.6,36.59,-4.19,-5.82,8,2023,4,Apr,46-55,True
614,2023-04-01,2023-04-03,CUST614,Female,39,South,Beauty,Express,4,300,0.0,1200,1200.0,576.0,238.54,385.46,32.12,1,2023,4,Apr,36-45,False
616,2023-09-23,2023-09-26,CUST616,Male,41,East,Clothing,Express,2,50,0.0,100,100.0,55.0,68.15,-23.15,-23.15,2,2023,9,Sep,36-45,True
617,2023-08-26,2023-08-28,CUST617,Male,34,,Electronics,Standard,1,30,0.0,30,30.0,18.6,14.12,-2.72,-9.07,11,2023,8,Aug,26-35,True
618,2023-01-26,2023-01-29,CUST618,Female,27,West,Beauty,Economy,1,50,0.0,50,50.0,24.0,5.43,20.57,41.14,9,2023,1,Jan,26-35,False
619,2023-10-13,2023-10-15,CUST619,Male,47,East,Electronics,Standard,4,25,10.0,100,90.0,55.8,89.3,-55.1,-61.22,11,2023,10,Oct,46-55,True
620,2023-05-08,2023-05-11,CUST620,Male,63,East,Electronics,Standard,3,25,10.0,75,67.5,41.85,39.98,-14.33,-21.23,6,2023,5,May,56-64,True
621,2023-03-04,2023-03-07,CUST621,Female,40,West,Beauty,Economy,2,500,15.0,1000,850.0,408.0,20.2,421.8,49.62,15,2023,3,Mar,36-45,False
622,2023-08-22,2023-08-23,CUST622,Female,49,,Beauty,Economy,3,25,15.0,75,63.75,30.6,33.08,0.07,0.11,18,2023,8,Aug,46-55,True
623,2023-03-10,2023-03-13,CUST623,Male,34,East,Clothing,Economy,3,50,25.0,150,112.5,61.88,20.71,29.91,26.59,15,2023,3,Mar,26-35,True
624,2023-08-26,2023-08-29,CUST624,Female,34,South,Beauty,Priority,3,300,25.0,900,675.0,324.0,127.71,223.29,33.08,5,2023,8,Aug,26-35,False
625,2023-12-08,2023-12-10,CUST625,Male,31,North,Clothing,Priority,1,300,25.0,300,225.0,123.75,28.19,73.06,32.47,3,2023,12,Dec,26-35,False
626,2023-09-29,2023-10-02,CUST626,Female,26,South,Clothing,Express,4,500,0.0,2000,2000.0,1100.0,274.25,625.75,31.29,1,2023,9,Sep,26-35,False
627,2023-10-14,2023-10-15,CUST627,Male,57,North,Clothing,Standard,1,50,15.0,50,42.5,23.38,9.52,9.6,22.59,10,2023,10,Oct,56-64,True
628,2023-11-01,2023-11-03,CUST628,Female,19,South,Beauty,Express,4,50,20.0,200,160.0,76.8,229.92,-146.72,-91.7,2,2023,11,Nov,18-25,True
629,2023-06-12,2023-06-14,CUST629,Male,62,East,Electronics,Standard,2,25,25.0,50,37.5,23.25,32.79,-18.54,-49.44,7,2023,6,Jun,56-64,True
630,2023-08-15,2023-08-16,CUST630,Male,42,East,Clothing,Standard,2,50,25.0,100,75.0,41.25,29.18,4.57,6.09,7,2023,8,Aug,36-45,True
631,2023-11-10,2023-11-12,CUST631,Male,56,North,Electronics,Priority,3,30,5.0,90,85.5,53.01,105.25,-72.76,-85.1,5,2023,11,Nov,56-64,True
633,2023-08-07,2023-08-09,CUST633,Male,39,North,Beauty,Standard,4,30,20.0,120,96.0,46.08,32.3,17.62,18.35,11,2023,8,Aug,36-45,True
634,2023-10-08,2023-10-10,CUST634,Male,60,North,Electronics,Standard,4,500,25.0,2000,1500.0,930.0,43.35,526.65,35.11,10,2023,10,Oct,56-64,False
635,2023-08-17,2023-08-18,CUST635,Female,63,South,Electronics,Priority,3,300,25.0,900,675.0,418.5,111.76,144.74,21.44,4,2023,8,Aug,56-64,True
636,2023-03-23,2023-03-24,CUST636,Female,21,South,Beauty,Standard,3,500,25.0,1500,1125.0,540.0,57.99,527.01,46.85,8,2023,3,Mar,18-25,False
637,2023-09-01,2023-09-03,CUST637,Male,43,North,Clothing,Economy,2,300,0.0,600,600.0,330.0,23.39,246.61,41.1,11,2023,9,Sep,36-45,False
638,2023-08-19,2023-08-21,CUST638,Male,46,East,Electronics,Express,1,500,0.0,500,500.0,310.0,60.44,129.56,25.91,2,2023,8,Aug,46-55,True
639,2023-05-13,2023-05-14,CUST639,Female,62,South,Beauty,Express,4,50,0.0,200,200.0,96.0,272.12,-168.12,-84.06,1,2023,5,May,56-64,True
641,2023-11-23,2023-11-24,CUST641,Female,40,South,Electronics,Priority,1,300,0.0,300,300.0,186.0,26.05,87.95,29.32,5,2023,11,Nov,36-45,True
642,2023-05-22,2023-05-24,CUST642,Female,54,South,Clothing,Standard,4,25,0.0,100,100.0,55.0,39.16,5.84,5.84,8,2023,5,May,46-55,True
643,2023-09-24,2023-09-26,CUST643,Female,28,West,Electronics,Priority,3,30,0.0,90,90.0,55.8,117.33,-83.13,-92.37,3,2023,9,Sep,26-35,True
645,2023-11-17,2023-11-18,CUST645,Female,35,West,Electronics,Standard,4,30,15.0,120,102.0,63.24,35.28,3.48,3.41,8,2023,11,Nov,26-35,True
646,2023-05-03,2023-05-05,CUST646,Male,38,North,Clothing,Economy,3,30,5.0,90,85.5,47.03,18.72,19.75,23.1,18,2023,5,May,36-45,True
647,2023-05-21,2023-05-22,CUST647,Male,59,North,Clothing,Priority,3,500,15.0,1500,1275.0,701.25,131.5,442.25,34.69,5,2023,5,May,56-64,False
648,2023-08-14,2023-08-16,CUST648,Male,53,North,Beauty,Priority,4,300,0.0,1200,1200.0,576.0,126.04,497.96,41.5,5,2023,8,Aug,46-55,False
649,2023-02-09,2023-02-10,CUST649,Female,58,West,Clothing,Economy,2,300,0.0,600,600.0,330.0,13.79,256.21,42.7,8,2023,2,Feb,56-64,False
650,2024-01-01,2024-01-03,CUST650,Male,55,North,Electronics,Economy,1,30,0.0,30,30.0,18.6,7.12,4.28,14.27,10,2024,1,Jan,46-55,True
651,2023-05-27,2023-05-30,CUST651,Male,51,East,Clothing,Priority,3,50,0.0,150,150.0,82.5,70.92,-3.42,-2.28,5,2023,5,May,46-55,True
652,2023-05-01,2023-05-04,CUST652,Female,34,West,Beauty,Priority,2,50,20.0,100,80.0,38.4,55.91,-14.31,-17.89,5,2023,5,May,26-35,True
653,2023-05-20,2023-05-21,CUST653,Male,54,East,Clothing,Priority,3,25,,75,63.75,35.06,83.95,-55.26,-86.68,3,2023,5,May,46-55,True
654,2023-06-21,2023-06-23,CUST654,Male,42,North,Clothing,Priority,3,25,,75,60.0,33.0,58.24,-31.24,-52.07,5,2023,6,Jun,36-45,True
655,2023-06-13,2023-06-15,CUST655,Female,55,South,Clothing,Priority,1,500,0.0,500,500.0,275.0,38.72,186.28,37.26,4,2023,6,Jun,46-55,False
656,2023-10-04,2023-10-05,CUST656,Male,29,,Beauty,Priority,3,30,0.0,90,90.0,43.2,87.74,-40.94,-45.49,5,2023,10,Oct,26-35,True
657,2023-02-11,2023-02-13,CUST657,Male,40,East,Clothing,Standard,1,25,10.0,25,22.5,12.38,21.98,-11.86,-52.71,11,2023,2,Feb,36-45,True
658,2023-03-12,2023-03-13,CUST658,Male,59,East,Clothing,Economy,1,25,5.0,25,23.75,13.06,10.65,0.04,0.17,19,2023,3,Mar,56-64,True
659,2023-03-19,2023-03-21,CUST659,Female,39,West,Electronics,Economy,1,30,5.0,30,28.5,17.67,4.91,5.92,20.77,12,2023,3,Mar,36-45,True
660,2023-04-29,2023-04-30,CUST660,Female,38,,Beauty,Standard,2,500,0.0,1000,1000.0,480.0,38.35,481.65,48.16,8,2023,4,Apr,36-45,False
662,2023-12-22,2023-12-23,CUST662,Male,48,East,Beauty,Standard,2,500,0.0,1000,1000.0,480.0,45.93,474.07,47.41,11,2023,12,Dec,46-55,False
663,2023-03-20,2023-03-22,CUST663,Male,23,North,Clothing,Standard,4,300,15.0,1200,1020.0,561.0,46.67,412.33,40.42,11,2023,3,Mar,18-25,False
664,2023-12-28,2023-12-31,CUST664,Female,44,South,Clothing,Priority,4,500,10.0,2000,1800.0,990.0,145.2,664.8,36.93,4,2023,12,Dec,36-45,False
665,2023-04-20,2023-04-22,CUST665,Male,57,,Clothing,Standard,1,50,10.0,50,45.0,24.75,18.33,1.92,4.27,6,2023,4,Apr,56-64,True
666,2023-02-02,2023-02-03,CUST666,Male,51,North,Electronics,Priority,3,50,25.0,150,112.5,69.75,77.92,-35.17,-31.26,5,2023,2,Feb,46-55,True
667,2023-08-01,2023-08-04,CUST667,Female,29,South,Electronics,Priority,1,500,20.0,500,400.0,248.0,21.69,130.31,32.58,5,2023,8,Aug,26-35,False
669,2023-06-19,2023-06-22,CUST669,Male,24,North,Beauty,Standard,4,300,25.0,1200,900.0,432.0,82.22,385.78,42.86,8,2023,6,Jun,18-25,False
670,2023-10-05,2023-10-07,CUST670,Male,27,East,Beauty,Standard,1,30,25.0,30,22.5,10.8,13.37,-1.67,-7.42,7,2023,10,Oct,26-35,True
671,2023-08-27,2023-08-30,CUST671,Male,62,North,Electronics,Priority,3,50,5.0,150,142.5,88.35,106.23,-52.08,-36.55,5,2023,8,Aug,56-64,True
672,2023-08-01,2023-08-02,CUST672,Female,34,South,Beauty,Economy,2,50,0.0,100,100.0,48.0,13.11,38.89,38.89,10,2023,8,Aug,26-35,False
673,2023-02-01,2023-02-03,CUST673,Female,43,South,Clothing,Priority,3,500,0.0,1500,1500.0,825.0,111.77,563.23,37.55,3,2023,2,Feb,36-45,False
674,2023-04-16,2023-04-18,CUST674,Female,38,South,Clothing,Standard,1,300,0.0,300,300.0,165.0,11.39,123.61,41.2,10,2023,4,Apr,36-45,False
676,2023-07-19,2023-07-22,CUST676,Male,63,North,Electronics,Express,3,500,0.0,1500,1500.0,930.0,124.49,445.51,29.7,2,2023,7,Jul,56-64,True
677,2023-10-27,2023-10-28,CUST677,Female,19,West,Beauty,Priority,3,500,25.0,1500,1125.0,540.0,83.79,501.21,44.55,5,2023,10,Oct,18-25,False
678,2023-12-23,2023-12-24,CUST678,Female,60,West,Electronics,Standard,3,300,0.0,900,900.0,558.0,26.96,315.04,35.0,6,2023,12,Dec,56-64,False
679,2023-01-11,2023-01-14,CUST679,Female,18,South,Beauty,Priority,3,30,20.0,90,72.0,34.56,63.03,-25.59,-35.54,3,2023,1,Jan,18-25,True
680,2023-10-22,2023-10-23,CUST680,Female,53,South,Clothing,Express,3,300,0.0,900,900.0,495.0,151.9,253.1,28.12,1,2023,10,Oct,46-55,True
681,2023-07-14,2023-07-16,CUST681,Female,43,West,Electronics,Economy,2,30,0.0,60,60.0,37.2,10.82,11.98,19.97,10,2023,7,Jul,36-45,True
682,2023-09-02,2023-09-04,CUST682,Male,46,North,Beauty,Standard,4,300,25.0,1200,900.0,432.0,88.81,379.19,42.13,8,2023,9,Sep,46-55,False
683,2023-01-04,2023-01-06,CUST683,Male,38,East,Beauty,Priority,2,500,0.0,1000,1000.0,480.0,36.79,483.21,48.32,4,2023,1,Jan,36-45,False
684,2023-06-30,2023-07-01,CUST684,Female,28,West,Clothing,Economy,2,500,15.0,1000,850.0,467.5,12.82,369.68,43.49,17,2023,6,Jun,26-35,False
685,2023-06-02,2023-06-04,CUST685,Male,57,North,Electronics,Standard,2,25,5.0,50,47.5,29.45,27.47,-9.42,-19.83,10,2023,6,Jun,56-64,True
686,2023-07-19,2023-07-21,CUST686,Female,28,South,Electronics,Economy,4,50,0.0,200,200.0,124.0,12.7,63.3,31.65,18,2023,7,Jul,26-35,False
687,2023-08-03,2023-08-05,CUST687,Female,53,South,Electronics,Priority,1,300,0.0,300,300.0,186.0,21.36,92.64,30.88,3,2023,8,Aug,46-55,False
688,2023-10-03,2023-10-05,CUST688,Male,56,North,Clothing,Standard,4,25,0.0,100,100.0,55.0,60.13,-15.13,-15.13,9,2023,10,Oct,56-64,True
689,2023-10-07,2023-10-09,CUST689,Male,57,East,Electronics,Standard,2,50,15.0,100,85.0,52.7,32.76,-0.46,-0.54,8,2023,10,Oct,56-64,True
690,2023-11-05,2023-11-07,CUST690,Female,52,South,Clothing,Priority,3,300,5.0,900,855.0,470.25,86.75,298.0,34.85,5,2023,11,Nov,46-55,False
691,2023-04-23,2023-04-24,CUST691,Female,51,South,Clothing,Standard,3,30,15.0,90,76.5,42.08,51.08,-16.66,-21.78,8,2023,4,Apr,46-55,True
692,2023-09-07,2023-09-09,CUST692,Female,64,South,Clothing,Express,2,50,5.0,100,95.0,52.25,107.61,-64.86,-68.27,2,2023,9,Sep,56-64,True
693,2023-04-23,2023-04-25,CUST693,Male,41,North,Beauty,Standard,3,500,10.0,1500,1350.0,648.0,24.51,677.49,50.18,7,2023,4,Apr,36-45,False
694,2023-05-20,2023-05-23,CUST694,Female,39,West,Electronics,Priority,2,25,5.0,50,47.5,29.45,61.06,-43.01,-90.55,5,2023,5,May,36-45,True
695,2023-08-12,2023-08-13,CUST695,Female,22,South,Electronics,Standard,3,50,25.0,150,112.5,69.75,73.14,-30.39,-27.01,9,2023,8,Aug,18-25,True
696,2023-09-06,2023-09-07,CUST696,Female,50,West,Clothing,Economy,4,50,0.0,200,200.0,110.0,30.69,59.31,29.66,12,2023,9,Sep,46-55,True
697,2023-01-15,2023-01-16,CUST697,Male,53,East,Clothing,Economy,1,500,15.0,500,425.0,233.75,9.1,182.15,42.86,18,2023,1,Jan,46-55,False
698,2023-07-19,2023-07-20,CUST698,Female,64,South,Electronics,Economy,1,300,0.0,300,300.0,186.0,5.81,108.19,36.06,12,2023,7,Jul,56-64,False
700,2023-12-09,2023-12-11,CUST700,Male,36,East,Electronics,Standard,4,500,10.0,2000,1800.0,1116.0,84.56,599.44,33.3,10,2023,12,Dec,36-45,False
701,2023-12-14,2023-12-17,CUST701,Female,52,South,Beauty,Priority,2,30,0.0,60,60.0,28.8,64.15,-32.95,-54.92,4,2023,12,Dec,46-55,True
702,2023-07-27,2023-07-30,CUST702,Female,60,West,Clothing,Standard,2,300,0.0,600,600.0,330.0,49.18,220.82,36.8,9,2023,7,Jul,56-64,False
703,2023-03-26,2023-03-27,CUST703,Male,34,North,Electronics,Standard,2,50,25.0,100,75.0,46.5,20.27,8.23,10.97,11,2023,3,Mar,26-35,True
704,2023-08-28,2023-08-31,CUST704,Female,62,West,Clothing,Standard,3,30,15.0,90,76.5,42.08,24.86,9.56,12.5,6,2023,8,Aug,56-64,True
707,2023-10-01,2023-10-02,CUST707,Female,26,West,Clothing,Priority,1,500,0.0,500,500.0,275.0,21.25,203.75,40.75,3,2023,10,Oct,26-35,False
708,2023-01-14,2023-01-17,CUST708,Female,43,West,Beauty,Express,3,300,5.0,900,855.0,410.4,121.87,322.73,37.75,2,2023,1,Jan,36-45,False
709,2023-07-21,2023-07-23,CUST709,Female,19,West,Electronics,Standard,2,500,0.0,1000,1000.0,620.0,16.6,363.4,36.34,8,2023,7,Jul,18-25,False
710,2023-10-31,2023-11-03,CUST710,Female,26,West,Electronics,Economy,3,500,20.0,1500,1200.0,744.0,16.92,439.08,36.59,18,2023,10,Oct,26-35,False
711,2023-10-16,2023-10-19,CUST711,Male,26,East,Electronics,Express,3,500,0.0,1500,1500.0,930.0,182.78,387.22,25.81,1,2023,10,Oct,26-35,True
713,2023-01-14,2023-01-16,CUST713,Male,34,North,Beauty,Standard,3,25,10.0,75,67.5,32.4,41.75,-6.65,-9.85,8,2023,1,Jan,26-35,True
714,2023-02-12,2023-02-13,CUST714,Female,18,West,Clothing,Priority,1,500,15.0,500,425.0,233.75,28.04,163.21,38.4,5,2023,2,Feb,18-25,False
715,2023-11-26,2023-11-27,CUST715,Female,42,West,Beauty,Priority,4,25,10.0,100,90.0,43.2,72.15,-25.35,-28.17,4,2023,11,Nov,36-45,True
716,2023-08-08,2023-08-11,CUST716,Female,60,West,Clothing,Standard,4,300,15.0,1200,1020.0,561.0,52.39,406.61,39.86,7,2023,8,Aug,56-64,False
717,2023-03-11,2023-03-13,CUST717,Male,57,East,Clothing,Standard,1,500,25.0,500,375.0,206.25,18.99,149.76,39.94,8,2023,3,Mar,56-64,False
720,2023-01-26,2023-01-28,CUST720,Female,56,West,Beauty,Standard,3,500,15.0,1500,1275.0,612.0,25.2,637.8,50.02,6,2023,1,Jan,56-64,False
721,2023-05-14,2023-05-17,CUST721,Female,52,South,Clothing,Economy,1,500,20.0,500,400.0,220.0,11.09,168.91,42.23,18,2023,5,May,46-55,False
